time,altitude,velocity,accel_bias,alt (bmp),vert_accel
223.1865,702.7145,-0.0019,-0.0771,702.6457,-0.0714
223.2066,702.7141,-0.0018,-0.0771,702.6457,-0.0732
223.2267,702.7137,-0.0017,-0.0771,702.6457,-0.0698
223.2468,702.7133,-0.0016,-0.0771,702.6457,-0.0697
223.2669,702.7130,-0.0015,-0.0771,702.6457,-0.0722
223.2870,702.7126,-0.0014,-0.0771,702.6457,-0.0734
223.3072,702.7122,-0.0014,-0.0771,702.6457,-0.0767
223.3273,702.7118,-0.0015,-0.0771,702.6457,-0.0773
223.3474,702.7115,-0.0016,-0.0771,702.6457,-0.0826
223.3675,702.7111,-0.0017,-0.0771,702.6457,-0.0784
223.3876,702.7107,-0.0018,-0.0771,702.6457,-0.0824
223.4082,702.7104,-0.0019,-0.0771,702.6457,-0.0793
223.4283,702.7100,-0.0020,-0.0771,702.6457,-0.0826
223.4485,702.7096,-0.0022,-0.0771,702.6457,-0.0896
223.4686,702.7093,-0.0025,-0.0771,702.6457,-0.0885
223.4887,702.7089,-0.0026,-0.0771,702.6457,-0.0749
223.5088,702.7085,-0.0027,-0.0771,702.6304,-0.0811
223.5289,702.7081,-0.0028,-0.0771,702.6304,-0.0809
223.5490,702.7076,-0.0029,-0.0771,702.6304,-0.0777
223.5692,702.7071,-0.0030,-0.0771,702.6151,-0.0843
223.5893,702.7066,-0.0031,-0.0771,702.6151,-0.0800
223.6094,702.7061,-0.0033,-0.0771,702.6151,-0.0794
223.6296,702.7055,-0.0035,-0.0771,702.6151,-0.0858
223.6497,702.7050,-0.0036,-0.0771,702.6151,-0.0800
223.6698,702.7044,-0.0037,-0.0771,702.5997,-0.0790
223.6899,702.7038,-0.0038,-0.0771,702.5997,-0.0809
223.7100,702.7032,-0.0039,-0.0771,702.5997,-0.0749
223.7301,702.7026,-0.0039,-0.0771,702.5997,-0.0735
223.7503,702.7020,-0.0039,-0.0770,702.5997,-0.0808
223.7704,702.7014,-0.0040,-0.0770,702.5997,-0.0782
223.7905,702.7008,-0.0041,-0.0770,702.5997,-0.0749
223.8106,702.7003,-0.0043,-0.0770,702.6485,-0.0822
223.8307,702.6998,-0.0041,-0.0770,702.6485,-0.0692
223.8508,702.6995,-0.0040,-0.0770,702.6485,-0.0736
223.8710,702.6989,-0.0040,-0.0770,702.5997,-0.0643
223.8911,702.6984,-0.0039,-0.0770,702.5997,-0.0750
223.9112,702.6979,-0.0039,-0.0770,702.6485,-0.0772
223.9313,702.6975,-0.0039,-0.0770,702.6485,-0.0715
223.9514,702.6972,-0.0039,-0.0770,702.6485,-0.0727
223.9715,702.6968,-0.0039,-0.0770,702.6335,-0.0757
223.9917,702.6964,-0.0039,-0.0770,702.6335,-0.0734
224.0118,702.6960,-0.0039,-0.0770,702.6335,-0.0761
224.0319,702.6956,-0.0040,-0.0770,702.6335,-0.0809
224.0520,702.6952,-0.0039,-0.0770,702.6335,-0.0692
224.0722,702.6948,-0.0039,-0.0770,702.6335,-0.0739
224.0923,702.6944,-0.0039,-0.0770,702.6335,-0.0721
224.1124,702.6941,-0.0038,-0.0770,702.6335,-0.0712
224.1326,702.6937,-0.0037,-0.0770,702.6335,-0.0738
224.1527,702.6933,-0.0037,-0.0770,702.6335,-0.0720
224.1728,702.6929,-0.0035,-0.0770,702.6335,-0.0631
224.1929,702.6925,-0.0033,-0.0770,702.6335,-0.0644
224.2130,702.6922,-0.0031,-0.0770,702.6182,-0.0660
224.2331,702.6917,-0.0029,-0.0770,702.6182,-0.0673
224.2532,702.6913,-0.0029,-0.0770,702.6182,-0.0696
224.2733,702.6909,-0.0027,-0.0770,702.6182,-0.0697
224.2935,702.6904,-0.0026,-0.0770,702.6182,-0.0663
224.3136,702.6900,-0.0025,-0.0770,702.6029,-0.0727
224.3337,702.6895,-0.0025,-0.0770,702.6029,-0.0741
224.3538,702.6890,-0.0025,-0.0770,702.6029,-0.0733
224.3740,702.6886,-0.0025,-0.0770,702.6182,-0.0764
224.3941,702.6882,-0.0024,-0.0770,702.6182,-0.0698
224.4142,702.6878,-0.0024,-0.0770,702.6029,-0.0711
224.4343,702.6873,-0.0024,-0.0770,702.6029,-0.0748
224.4544,702.6868,-0.0025,-0.0769,702.6029,-0.0816
224.4746,702.6863,-0.0026,-0.0769,702.6029,-0.0801
224.4947,702.6859,-0.0027,-0.0769,702.6029,-0.0795
224.5148,702.6854,-0.0027,-0.0769,702.6029,-0.0736
224.5349,702.6849,-0.0028,-0.0769,702.6029,-0.0790
224.5550,702.6844,-0.0029,-0.0769,702.6029,-0.0802
224.5751,702.6840,-0.0030,-0.0769,702.6182,-0.0804
224.5952,702.6836,-0.0030,-0.0769,702.6182,-0.0767
224.6153,702.6833,-0.0030,-0.0769,702.6467,-0.0764
224.6355,702.6830,-0.0030,-0.0769,702.6467,-0.0714
224.6556,702.6827,-0.0029,-0.0769,702.6467,-0.0752
224.6757,702.6825,-0.0029,-0.0769,702.6467,-0.0746
224.6958,702.6822,-0.0029,-0.0769,702.6467,-0.0758
224.7159,702.6820,-0.0029,-0.0769,702.6467,-0.0818
224.7360,702.6818,-0.0030,-0.0769,702.6467,-0.0787
224.7561,702.6815,-0.0031,-0.0769,702.6467,-0.0842
224.7763,702.6813,-0.0034,-0.0769,702.6467,-0.0869
224.7965,702.6810,-0.0036,-0.0769,702.6467,-0.0875
224.8167,702.6807,-0.0038,-0.0769,702.6318,-0.0830
224.8368,702.6804,-0.0040,-0.0769,702.6318,-0.0835
224.8569,702.6801,-0.0042,-0.0769,702.6161,-0.0900
224.8770,702.6797,-0.0046,-0.0769,702.6161,-0.0941
224.8971,702.6793,-0.0048,-0.0769,702.6161,-0.0850
224.9172,702.6788,-0.0050,-0.0769,702.6011,-0.0851
224.9375,702.6783,-0.0052,-0.0769,702.6011,-0.0815
224.9576,702.6778,-0.0053,-0.0769,702.6161,-0.0808
224.9777,702.6774,-0.0055,-0.0769,702.6161,-0.0838
224.9979,702.6770,-0.0056,-0.0769,702.6161,-0.0774
225.0181,702.6766,-0.0057,-0.0769,702.6318,-0.0771
225.0382,702.6762,-0.0057,-0.0769,702.6318,-0.0790
225.0583,702.6759,-0.0057,-0.0769,702.6318,-0.0737
225.0784,702.6756,-0.0057,-0.0769,702.6318,-0.0779
225.0985,702.6752,-0.0058,-0.0769,702.6318,-0.0807
225.1187,702.6749,-0.0058,-0.0769,702.6318,-0.0722
225.1388,702.6745,-0.0058,-0.0769,702.6318,-0.0772
225.1589,702.6742,-0.0059,-0.0769,702.6467,-0.0798
225.1791,702.6739,-0.0060,-0.0769,702.6467,-0.0778
225.1992,702.6737,-0.0061,-0.0769,702.6467,-0.0838
225.2193,702.6734,-0.0063,-0.0769,702.6467,-0.0882
225.2394,702.6732,-0.0064,-0.0769,702.6467,-0.0837
225.2595,702.6729,-0.0066,-0.0769,702.6318,-0.0881
225.2796,702.6725,-0.0069,-0.0769,702.6318,-0.0860
225.2998,702.6722,-0.0069,-0.0769,702.6318,-0.0710
225.3199,702.6719,-0.0069,-0.0769,702.6467,-0.0740
225.3400,702.6716,-0.0068,-0.0769,702.6467,-0.0721
225.3602,702.6714,-0.0067,-0.0769,702.6467,-0.0718
225.3803,702.6710,-0.0067,-0.0769,702.6467,-0.0762
225.4004,702.6708,-0.0067,-0.0769,702.6467,-0.0772
225.4205,702.6706,-0.0068,-0.0769,702.6620,-0.0766
225.4407,702.6704,-0.0067,-0.0769,702.6620,-0.0762
225.4608,702.6702,-0.0067,-0.0769,702.6467,-0.0734
225.4809,702.6699,-0.0068,-0.0769,702.6467,-0.0792
225.5010,702.6697,-0.0068,-0.0769,702.6467,-0.0748
225.5211,702.6695,-0.0067,-0.0769,702.6620,-0.0684
225.5412,702.6693,-0.0066,-0.0769,702.6620,-0.0758
225.5613,702.6691,-0.0066,-0.0769,702.6620,-0.0733
225.5815,702.6690,-0.0065,-0.0769,702.6620,-0.0728
225.6016,702.6688,-0.0065,-0.0769,702.6620,-0.0778
225.6217,702.6686,-0.0065,-0.0769,702.6620,-0.0739
225.6418,702.6685,-0.0064,-0.0769,702.6620,-0.0729
225.6620,702.6683,-0.0064,-0.0769,702.6620,-0.0767
225.6821,702.6681,-0.0063,-0.0769,702.6620,-0.0699
225.7022,702.6680,-0.0062,-0.0769,702.6620,-0.0697
225.7223,702.6678,-0.0062,-0.0769,702.6467,-0.0804
225.7425,702.6675,-0.0062,-0.0769,702.6467,-0.0762
225.7626,702.6673,-0.0062,-0.0768,702.6620,-0.0711
225.7827,702.6672,-0.0060,-0.0768,702.6620,-0.0705
225.8029,702.6670,-0.0059,-0.0768,702.6620,-0.0647
225.8230,702.6669,-0.0056,-0.0768,702.6620,-0.0680
225.8431,702.6667,-0.0055,-0.0768,702.6620,-0.0695
225.8632,702.6666,-0.0052,-0.0768,702.6467,-0.0596
225.8834,702.6664,-0.0049,-0.0768,702.6467,-0.0580
225.9035,702.6662,-0.0045,-0.0768,702.6467,-0.0590
225.9236,702.6660,-0.0042,-0.0768,702.6467,-0.0607
225.9438,702.6658,-0.0040,-0.0768,702.6467,-0.0722
225.9639,702.6656,-0.0040,-0.0768,702.6467,-0.0788
225.9841,702.6655,-0.0040,-0.0768,702.6467,-0.0725
226.0042,702.6653,-0.0040,-0.0768,702.6467,-0.0787
226.0244,702.6650,-0.0040,-0.0768,702.6318,-0.0747
226.0445,702.6648,-0.0040,-0.0768,702.6318,-0.0724
226.0646,702.6645,-0.0038,-0.0768,702.6318,-0.0684
226.0847,702.6643,-0.0038,-0.0768,702.6318,-0.0735
226.1048,702.6641,-0.0037,-0.0768,702.6318,-0.0732
226.1249,702.6638,-0.0038,-0.0768,702.6318,-0.0803
226.1450,702.6636,-0.0038,-0.0768,702.6318,-0.0794
226.1651,702.6633,-0.0039,-0.0768,702.6467,-0.0780
226.1853,702.6632,-0.0039,-0.0768,702.6467,-0.0785
226.2054,702.6630,-0.0039,-0.0768,702.6620,-0.0813
226.2255,702.6629,-0.0039,-0.0768,702.6620,-0.0759
226.2456,702.6628,-0.0039,-0.0768,702.6620,-0.0744
226.2657,702.6627,-0.0039,-0.0768,702.6620,-0.0814
226.2859,702.6626,-0.0041,-0.0768,702.6620,-0.0827
226.3060,702.6626,-0.0042,-0.0768,702.6620,-0.0843
226.3261,702.6625,-0.0043,-0.0768,702.6620,-0.0856
226.3462,702.6624,-0.0045,-0.0768,702.6620,-0.0838
226.3664,702.6624,-0.0046,-0.0768,702.6927,-0.0826
226.3865,702.6624,-0.0047,-0.0768,702.6927,-0.0803
226.4066,702.6625,-0.0047,-0.0768,702.7083,-0.0809
226.4267,702.6626,-0.0048,-0.0768,702.7083,-0.0794
226.4469,702.6627,-0.0048,-0.0768,702.7083,-0.0817
226.4670,702.6629,-0.0048,-0.0768,702.7233,-0.0770
226.4871,702.6631,-0.0048,-0.0768,702.7233,-0.0799
226.5072,702.6633,-0.0049,-0.0768,702.6641,-0.0871
226.5273,702.6632,-0.0051,-0.0768,702.6641,-0.0834
226.5475,702.6631,-0.0053,-0.0768,702.6641,-0.0867
226.5676,702.6630,-0.0054,-0.0768,702.6791,-0.0816
226.5877,702.6630,-0.0054,-0.0768,702.6791,-0.0730
226.6078,702.6630,-0.0053,-0.0768,702.6944,-0.0757
226.6280,702.6630,-0.0052,-0.0768,702.6944,-0.0757
226.6481,702.6631,-0.0052,-0.0768,702.6944,-0.0735
226.6682,702.6631,-0.0051,-0.0769,702.6944,-0.0767
226.6883,702.6632,-0.0052,-0.0769,702.6944,-0.0823
226.7084,702.6632,-0.0053,-0.0769,702.6944,-0.0828
226.7286,702.6633,-0.0055,-0.0769,702.6944,-0.0950
226.7487,702.6633,-0.0058,-0.0769,702.6944,-0.0920
226.7688,702.6633,-0.0061,-0.0769,702.6944,-0.0899
226.7889,702.6634,-0.0065,-0.0769,702.6944,-0.0956
226.8090,702.6634,-0.0067,-0.0769,702.7101,-0.0869
226.8291,702.6635,-0.0068,-0.0769,702.7101,-0.0840
226.8493,702.6636,-0.0069,-0.0769,702.7101,-0.0854
226.8694,702.6637,-0.0069,-0.0769,702.7101,-0.0767
226.8895,702.6638,-0.0069,-0.0769,702.7101,-0.0726
226.9097,702.6639,-0.0068,-0.0769,702.6763,-0.0749
226.9298,702.6638,-0.0067,-0.0769,702.6763,-0.0715
226.9499,702.6637,-0.0066,-0.0769,702.6763,-0.0753
226.9700,702.6636,-0.0065,-0.0769,702.6763,-0.0721
226.9901,702.6635,-0.0064,-0.0769,702.6763,-0.0706
227.0102,702.6635,-0.0065,-0.0769,702.6913,-0.0817
227.0303,702.6635,-0.0065,-0.0769,702.6913,-0.0832
227.0505,702.6635,-0.0066,-0.0769,702.6913,-0.0802
227.0706,702.6635,-0.0066,-0.0769,702.6913,-0.0830
227.0907,702.6635,-0.0067,-0.0769,702.6913,-0.0800
227.1108,702.6635,-0.0068,-0.0769,702.7066,-0.0824
227.1309,702.6636,-0.0070,-0.0769,702.7066,-0.0896
227.1511,702.6637,-0.0071,-0.0769,702.7066,-0.0836
227.1713,702.6637,-0.0072,-0.0769,702.7066,-0.0802
227.1914,702.6638,-0.0073,-0.0769,702.7066,-0.0839
227.2115,702.6639,-0.0074,-0.0769,702.7066,-0.0776
227.2317,702.6639,-0.0073,-0.0769,702.7066,-0.0725
227.2518,702.6640,-0.0073,-0.0769,702.7066,-0.0828
227.2719,702.6640,-0.0073,-0.0769,702.6913,-0.0773
227.2920,702.6640,-0.0074,-0.0769,702.6913,-0.0777
227.3121,702.6640,-0.0074,-0.0769,702.6763,-0.0785
227.3322,702.6639,-0.0074,-0.0769,702.6763,-0.0743
227.3523,702.6638,-0.0073,-0.0769,702.6763,-0.0744
227.3725,702.6636,-0.0072,-0.0769,702.6607,-0.0737
227.3926,702.6635,-0.0071,-0.0769,702.6607,-0.0701
227.4127,702.6633,-0.0071,-0.0769,702.6457,-0.0776
227.4329,702.6631,-0.0071,-0.0769,702.6457,-0.0777
227.4530,702.6628,-0.0072,-0.0769,702.6457,-0.0750
227.4731,702.6625,-0.0072,-0.0769,702.6304,-0.0806
227.4933,702.6622,-0.0073,-0.0769,702.6304,-0.0781
227.5134,702.6619,-0.0073,-0.0769,702.6304,-0.0774
227.5336,702.6616,-0.0075,-0.0769,702.6304,-0.0819
227.5538,702.6613,-0.0076,-0.0769,702.6304,-0.0820
227.5739,702.6610,-0.0077,-0.0769,702.6304,-0.0772
227.5940,702.6607,-0.0077,-0.0769,702.6304,-0.0809
227.6141,702.6604,-0.0078,-0.0769,702.6304,-0.0816
227.6342,702.6601,-0.0079,-0.0769,702.6304,-0.0802
227.6543,702.6597,-0.0082,-0.0769,702.6304,-0.0875
227.6744,702.6594,-0.0083,-0.0769,702.6304,-0.0812
227.6945,702.6590,-0.0085,-0.0769,702.6304,-0.0825
227.7146,702.6587,-0.0085,-0.0769,702.6151,-0.0788
227.7348,702.6583,-0.0086,-0.0769,702.6151,-0.0777
227.7549,702.6579,-0.0087,-0.0769,702.6151,-0.0798
227.7750,702.6578,-0.0086,-0.0769,702.6791,-0.0716
227.7951,702.6578,-0.0085,-0.0769,702.6791,-0.0718
227.8152,702.6577,-0.0084,-0.0769,702.6791,-0.0723
227.8353,702.6576,-0.0083,-0.0769,702.6791,-0.0714
227.8554,702.6576,-0.0082,-0.0769,702.6641,-0.0712
227.8756,702.6574,-0.0081,-0.0769,702.6641,-0.0782
227.8957,702.6573,-0.0082,-0.0769,702.6641,-0.0865
227.9158,702.6572,-0.0084,-0.0769,702.6641,-0.0798
227.9359,702.6570,-0.0085,-0.0769,702.6641,-0.0806
227.9560,702.6569,-0.0086,-0.0769,702.6641,-0.0853
227.9761,702.6568,-0.0086,-0.0769,702.6641,-0.0770
227.9962,702.6566,-0.0086,-0.0769,702.6641,-0.0781
228.0164,702.6565,-0.0086,-0.0769,702.6641,-0.0778
228.0365,702.6563,-0.0086,-0.0769,702.6641,-0.0758
228.0566,702.6562,-0.0087,-0.0769,702.6641,-0.0840
228.0767,702.6561,-0.0088,-0.0769,702.6641,-0.0816
228.0968,702.6559,-0.0087,-0.0769,702.6641,-0.0711
228.1169,702.6557,-0.0088,-0.0769,702.6485,-0.0814
228.1370,702.6555,-0.0088,-0.0769,702.6485,-0.0781
228.1572,702.6553,-0.0088,-0.0769,702.6641,-0.0752
228.1773,702.6552,-0.0087,-0.0769,702.6641,-0.0733
228.1974,702.6550,-0.0087,-0.0769,702.6641,-0.0752
228.2175,702.6549,-0.0086,-0.0769,702.6641,-0.0661
228.2377,702.6548,-0.0084,-0.0769,702.6641,-0.0718
228.2578,702.6547,-0.0082,-0.0769,702.6641,-0.0692
228.2779,702.6546,-0.0080,-0.0769,702.6641,-0.0654
228.2980,702.6544,-0.0079,-0.0769,702.6641,-0.0683
228.3181,702.6541,-0.0077,-0.0769,702.5848,-0.0725
228.3382,702.6536,-0.0076,-0.0769,702.5848,-0.0679
228.3584,702.6531,-0.0076,-0.0769,702.5691,-0.0796
228.3785,702.6525,-0.0077,-0.0769,702.5691,-0.0755
228.3986,702.6520,-0.0078,-0.0769,702.5691,-0.0803
228.4188,702.6513,-0.0079,-0.0769,702.5538,-0.0790
228.4389,702.6507,-0.0080,-0.0769,702.5538,-0.0768
228.4590,702.6500,-0.0082,-0.0769,702.6029,-0.0805
228.4791,702.6496,-0.0084,-0.0769,702.6029,-0.0859
228.4992,702.6492,-0.0085,-0.0769,702.6029,-0.0852
228.5193,702.6485,-0.0088,-0.0768,702.5385,-0.0901
228.5395,702.6477,-0.0092,-0.0768,702.5385,-0.0885
228.5596,702.6471,-0.0095,-0.0768,702.5876,-0.0897
228.5797,702.6466,-0.0097,-0.0768,702.5876,-0.0858
228.5998,702.6461,-0.0098,-0.0768,702.5876,-0.0806
228.6199,702.6456,-0.0099,-0.0768,702.5876,-0.0774
228.6400,702.6451,-0.0099,-0.0768,702.5876,-0.0778
228.6601,702.6446,-0.0101,-0.0768,702.5876,-0.0810
228.6803,702.6441,-0.0102,-0.0768,702.5876,-0.0802
228.7004,702.6436,-0.0102,-0.0768,702.5876,-0.0727
228.7207,702.6432,-0.0101,-0.0768,702.6029,-0.0724
228.7409,702.6429,-0.0100,-0.0768,702.6029,-0.0702
228.7610,702.6425,-0.0099,-0.0768,702.5876,-0.0699
228.7811,702.6420,-0.0098,-0.0768,702.5876,-0.0711
228.8012,702.6415,-0.0098,-0.0768,702.5876,-0.0737
228.8213,702.6411,-0.0098,-0.0768,702.5876,-0.0749
228.8415,702.6406,-0.0097,-0.0768,702.5876,-0.0724
228.8616,702.6401,-0.0097,-0.0768,702.5722,-0.0737
228.8817,702.6396,-0.0097,-0.0768,702.5722,-0.0762
228.9018,702.6390,-0.0096,-0.0768,702.5722,-0.0683
228.9220,702.6385,-0.0095,-0.0768,702.5722,-0.0694
228.9421,702.6380,-0.0094,-0.0768,702.5722,-0.0666
228.9622,702.6375,-0.0092,-0.0768,702.5722,-0.0646
228.9823,702.6370,-0.0091,-0.0768,702.5722,-0.0675
229.0024,702.6364,-0.0090,-0.0768,702.5722,-0.0716
229.0226,702.6359,-0.0088,-0.0768,702.5569,-0.0625
229.0427,702.6353,-0.0087,-0.0768,702.5569,-0.0714
229.0629,702.6348,-0.0086,-0.0768,702.5569,-0.0691
229.0830,702.6342,-0.0083,-0.0768,702.5569,-0.0596
229.1031,702.6336,-0.0082,-0.0768,702.5569,-0.0699
229.1232,702.6332,-0.0081,-0.0768,702.5876,-0.0726
229.1433,702.6328,-0.0080,-0.0768,702.5876,-0.0668
229.1634,702.6324,-0.0078,-0.0768,702.5876,-0.0710
229.1835,702.6320,-0.0077,-0.0768,702.5876,-0.0668
229.2036,702.6316,-0.0074,-0.0768,702.5876,-0.0620
229.2238,702.6313,-0.0073,-0.0768,702.6029,-0.0688
229.2439,702.6310,-0.0071,-0.0768,702.6029,-0.0703
229.2640,702.6306,-0.0070,-0.0768,702.6029,-0.0743
229.2841,702.6304,-0.0069,-0.0768,702.6029,-0.0688
229.3042,702.6301,-0.0067,-0.0768,702.6029,-0.0640
229.3243,702.6299,-0.0065,-0.0768,702.6182,-0.0679
229.3456,702.6297,-0.0064,-0.0768,702.6182,-0.0739
229.3657,702.6295,-0.0063,-0.0768,702.6182,-0.0719
229.3859,702.6293,-0.0063,-0.0768,702.6182,-0.0762
229.4060,702.6291,-0.0063,-0.0768,702.6182,-0.0717
229.4261,702.6289,-0.0062,-0.0768,702.6029,-0.0682
229.4462,702.6286,-0.0061,-0.0768,702.6029,-0.0778
229.4664,702.6284,-0.0061,-0.0768,702.6029,-0.0794
229.4865,702.6281,-0.0062,-0.0768,702.6029,-0.0794
229.5066,702.6279,-0.0064,-0.0768,702.6029,-0.0846
229.5267,702.6279,-0.0064,-0.0768,702.6777,-0.0801
229.5469,702.6280,-0.0064,-0.0768,702.6777,-0.0778
229.5670,702.6281,-0.0064,-0.0768,702.6927,-0.0766
229.5871,702.6283,-0.0063,-0.0768,702.6927,-0.0730
229.6072,702.6285,-0.0061,-0.0768,702.6927,-0.0651
229.6274,702.6288,-0.0060,-0.0768,702.7233,-0.0740
229.6476,702.6292,-0.0058,-0.0768,702.7233,-0.0686
229.6677,702.6295,-0.0056,-0.0768,702.7233,-0.0691
229.6878,702.6299,-0.0055,-0.0768,702.7233,-0.0782
229.7080,702.6303,-0.0055,-0.0768,702.7233,-0.0774
229.7281,702.6307,-0.0054,-0.0768,702.7539,-0.0764
229.7482,702.6312,-0.0055,-0.0768,702.7539,-0.0862
229.7683,702.6317,-0.0057,-0.0768,702.7251,-0.0938
229.7884,702.6320,-0.0058,-0.0768,702.7251,-0.0832
229.8085,702.6324,-0.0059,-0.0768,702.7251,-0.0872
229.8286,702.6327,-0.0060,-0.0768,702.7251,-0.0788
229.8487,702.6332,-0.0059,-0.0768,702.7251,-0.0793
229.8689,702.6335,-0.0059,-0.0768,702.7251,-0.0836
229.8890,702.6338,-0.0060,-0.0768,702.7251,-0.0848
229.9091,702.6342,-0.0061,-0.0768,702.7251,-0.0862
229.9292,702.6345,-0.0061,-0.0768,702.7251,-0.0750
229.9493,702.6348,-0.0061,-0.0768,702.7251,-0.0776
229.9694,702.6352,-0.0061,-0.0768,702.7404,-0.0849
229.9896,702.6356,-0.0061,-0.0768,702.7404,-0.0769
230.0097,702.6360,-0.0061,-0.0768,702.7557,-0.0772
230.0298,702.6365,-0.0061,-0.0768,702.7557,-0.0822
230.0499,702.6370,-0.0061,-0.0769,702.7557,-0.0784
230.0700,702.6375,-0.0060,-0.0769,702.7710,-0.0760
230.0902,702.6380,-0.0060,-0.0769,702.7710,-0.0824
230.1103,702.6386,-0.0059,-0.0769,702.7710,-0.0758
230.1304,702.6391,-0.0058,-0.0769,702.7710,-0.0719
230.1505,702.6396,-0.0056,-0.0769,702.7710,-0.0730
230.1706,702.6402,-0.0054,-0.0769,702.7710,-0.0659
230.1908,702.6407,-0.0051,-0.0769,702.7710,-0.0695
230.2109,702.6413,-0.0050,-0.0769,702.7863,-0.0773
230.2310,702.6419,-0.0049,-0.0769,702.7863,-0.0724
230.2511,702.6425,-0.0047,-0.0769,702.7863,-0.0714
230.2712,702.6432,-0.0045,-0.0769,702.7863,-0.0733
230.2913,702.6438,-0.0043,-0.0769,702.7863,-0.0700
230.3115,702.6444,-0.0041,-0.0769,702.7863,-0.0733
230.3316,702.6451,-0.0040,-0.0769,702.7863,-0.0759
230.3517,702.6457,-0.0038,-0.0769,702.7863,-0.0752
230.3718,702.6463,-0.0037,-0.0769,702.7863,-0.0756
230.3920,702.6469,-0.0036,-0.0769,702.7863,-0.0749
230.4121,702.6476,-0.0034,-0.0769,702.7863,-0.0737
230.4322,702.6482,-0.0033,-0.0770,702.7863,-0.0773
230.4523,702.6488,-0.0032,-0.0770,702.7863,-0.0790
230.4724,702.6494,-0.0031,-0.0770,702.7863,-0.0771
230.4926,702.6501,-0.0031,-0.0770,702.7863,-0.0816
230.5127,702.6507,-0.0032,-0.0770,702.7863,-0.0896
230.5328,702.6513,-0.0033,-0.0770,702.7863,-0.0866
230.5529,702.6519,-0.0035,-0.0770,702.7863,-0.0881
230.5731,702.6525,-0.0035,-0.0770,702.8016,-0.0843
230.5932,702.6532,-0.0035,-0.0770,702.8016,-0.0795
230.6133,702.6539,-0.0034,-0.0770,702.8016,-0.0789
230.6334,702.6546,-0.0032,-0.0770,702.8016,-0.0729
230.6535,702.6552,-0.0030,-0.0770,702.8016,-0.0716
230.6737,702.6561,-0.0027,-0.0770,702.8166,-0.0716
230.6938,702.6569,-0.0026,-0.0770,702.8166,-0.0738
230.7139,702.6577,-0.0024,-0.0770,702.8323,-0.0743
230.7340,702.6585,-0.0021,-0.0770,702.8323,-0.0682
230.7541,702.6593,-0.0019,-0.0771,702.8323,-0.0754
230.7742,702.6601,-0.0017,-0.0771,702.8323,-0.0712
230.7943,702.6610,-0.0014,-0.0771,702.8323,-0.0658
230.8145,702.6618,-0.0011,-0.0771,702.8323,-0.0631
230.8346,702.6626,-0.0007,-0.0771,702.8323,-0.0686
230.8548,702.6635,-0.0004,-0.0771,702.8323,-0.0666
230.8750,702.6642,-0.0001,-0.0771,702.8016,-0.0698
230.8951,702.6649,0.0001,-0.0771,702.8016,-0.0700
230.9152,702.6656,0.0004,-0.0771,702.8016,-0.0642
230.9353,702.6663,0.0007,-0.0771,702.8016,-0.0660
230.9554,702.6670,0.0010,-0.0771,702.8016,-0.0685
230.9755,702.6676,0.0012,-0.0771,702.7863,-0.0668
230.9956,702.6682,0.0014,-0.0771,702.7863,-0.0722
231.0158,702.6688,0.0017,-0.0771,702.7863,-0.0677
231.0359,702.6695,0.0018,-0.0771,702.7863,-0.0765
231.0560,702.6701,0.0020,-0.0771,702.7863,-0.0723
231.0761,702.6706,0.0022,-0.0771,702.7710,-0.0695
231.0962,702.6712,0.0024,-0.0771,702.7710,-0.0725
231.1164,702.6717,0.0026,-0.0771,702.7557,-0.0689
231.1365,702.6722,0.0029,-0.0772,702.7557,-0.0684
231.1566,702.6727,0.0031,-0.0772,702.7557,-0.0690
231.1767,702.6731,0.0033,-0.0772,702.7404,-0.0678
231.1968,702.6735,0.0036,-0.0772,702.7404,-0.0633
231.2170,702.6739,0.0039,-0.0772,702.7404,-0.0655
231.2372,702.6743,0.0042,-0.0772,702.7404,-0.0672
231.2573,702.6747,0.0045,-0.0772,702.7404,-0.0643
231.2775,702.6754,0.0047,-0.0772,702.7999,-0.0679
231.2976,702.6761,0.0052,-0.0772,702.7999,-0.0608
231.3177,702.6768,0.0055,-0.0772,702.7557,-0.0665
231.3379,702.6773,0.0057,-0.0772,702.7557,-0.0718
231.3580,702.6778,0.0059,-0.0772,702.7557,-0.0694
231.3781,702.6783,0.0061,-0.0772,702.7557,-0.0665
231.3982,702.6789,0.0063,-0.0772,702.7557,-0.0709
231.4184,702.6796,0.0065,-0.0772,702.8302,-0.0711
231.4385,702.6805,0.0067,-0.0772,702.8302,-0.0740
231.4586,702.6814,0.0069,-0.0772,702.8149,-0.0754
231.4787,702.6822,0.0069,-0.0772,702.8149,-0.0742
231.4988,702.6830,0.0070,-0.0772,702.8149,-0.0838
231.5189,702.6838,0.0070,-0.0772,702.8149,-0.0770
231.5391,702.6846,0.0071,-0.0772,702.8149,-0.0742
231.5592,702.6854,0.0072,-0.0772,702.7710,-0.0805
231.5793,702.6859,0.0073,-0.0772,702.7710,-0.0733
231.5994,702.6865,0.0074,-0.0772,702.7710,-0.0767
231.6195,702.6871,0.0074,-0.0772,702.7863,-0.0820
231.6396,702.6878,0.0075,-0.0773,702.7863,-0.0713
231.6597,702.6884,0.0077,-0.0773,702.7710,-0.0676
231.6799,702.6890,0.0079,-0.0773,702.7710,-0.0696
231.7000,702.6895,0.0082,-0.0773,702.7710,-0.0658
